,Name,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,ID
7084,LB,https://cdn.sofifa.net/players/263/719/22_60.png,,https://cdn.sofifa.net/flags/co.png,61,71,América de Cali,https://cdn.sofifa.net/teams/101099/30.png,€700K,€600,1470,263719
7085,CM,https://cdn.sofifa.net/players/263/720/22_60.png,,https://cdn.sofifa.net/flags/co.png,59,70,América de Cali,https://cdn.sofifa.net/teams/101099/30.png,€500K,€600,1595,263720
7086,CM,https://cdn.sofifa.net/players/263/721/22_60.png,,https://cdn.sofifa.net/flags/co.png,57,72,América de Cali,https://cdn.sofifa.net/teams/101099/30.png,€375K,€500,1524,263721
7087,CM,https://cdn.sofifa.net/players/263/722/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,54,67,Scunthorpe United,https://cdn.sofifa.net/teams/1949/30.png,€250K,€850,1517,263722
7088,CM,https://cdn.sofifa.net/players/263/724/22_60.png,,https://cdn.sofifa.net/flags/tr.png,61,76,Fortuna Sittard,https://cdn.sofifa.net/teams/634/30.png,€750K,€800,1608,263724
7089,GK,https://cdn.sofifa.net/players/263/727/22_60.png,,https://cdn.sofifa.net/flags/pl.png,53,72,Cracovia,https://cdn.sofifa.net/teams/110747/30.png,€210K,€500,904,263727
7090,CAM,https://cdn.sofifa.net/players/263/728/22_60.png,,https://cdn.sofifa.net/flags/de.png,54,67,Viktoria Köln,https://cdn.sofifa.net/teams/110645/30.png,€250K,€500,1446,263728
7091,ST,https://cdn.sofifa.net/players/263/730/22_60.png,,https://cdn.sofifa.net/flags/in.png,56,63,Bengaluru FC,https://cdn.sofifa.net/teams/113302/30.png,€300K,€500,1490,263730
7092,CAM,https://cdn.sofifa.net/players/263/731/22_60.png,,https://cdn.sofifa.net/flags/de.png,59,68,SV Wehen Wiesbaden,https://cdn.sofifa.net/teams/492/30.png,€475K,€500,1535,263731
7093,LM,https://cdn.sofifa.net/players/263/732/22_60.png,,https://cdn.sofifa.net/flags/br.png,62,71,CF Fuenlabrada,https://cdn.sofifa.net/teams/110065/30.png,€900K,€1K,1454,263732
7094,CB,https://cdn.sofifa.net/players/263/733/22_60.png,,https://cdn.sofifa.net/flags/gh.png,63,68,Örebro SK,https://cdn.sofifa.net/teams/705/30.png,€650K,€1K,1480,263733
7095,CB,https://cdn.sofifa.net/players/263/736/22_60.png,,https://cdn.sofifa.net/flags/xk.png,60,65,Bruk-Bet Termalica Nieciecza,https://cdn.sofifa.net/teams/112510/30.png,€325K,€1K,1493,263736
7096,RB,https://cdn.sofifa.net/players/263/739/22_60.png,,https://cdn.sofifa.net/flags/gb-sct.png,56,70,Dundalk FC,https://cdn.sofifa.net/teams/837/30.png,€325K,€2K,1331,263739
7097,CB,https://cdn.sofifa.net/players/263/740/22_60.png,,https://cdn.sofifa.net/flags/xk.png,59,67,FC Lugano,https://cdn.sofifa.net/teams/10032/30.png,€475K,€2K,1455,263740
7098,GK,https://cdn.sofifa.net/players/263/741/22_60.png,,https://cdn.sofifa.net/flags/ch.png,51,75,FC Lugano,https://cdn.sofifa.net/teams/10032/30.png,€170K,€500,850,263741
7099,GK,https://cdn.sofifa.net/players/263/742/22_60.png,,https://cdn.sofifa.net/flags/gr.png,57,65,FC Sion,https://cdn.sofifa.net/teams/110770/30.png,€325K,€2K,907,263742
7100,CDM,https://cdn.sofifa.net/players/263/744/22_60.png,,https://cdn.sofifa.net/flags/ch.png,52,62,FC St. Gallen 1879,https://cdn.sofifa.net/teams/898/30.png,€160K,€1K,1381,263744
7101,CM,https://cdn.sofifa.net/players/263/745/22_60.png,,https://cdn.sofifa.net/flags/ch.png,50,64,FC St. Gallen 1879,https://cdn.sofifa.net/teams/898/30.png,€110K,€1K,1465,263745
7102,RB,https://cdn.sofifa.net/players/263/746/22_60.png,,https://cdn.sofifa.net/flags/ch.png,53,61,FC St. Gallen 1879,https://cdn.sofifa.net/teams/898/30.png,€200K,€1K,1516,263746
7103,CB,https://cdn.sofifa.net/players/263/747/22_60.png,,https://cdn.sofifa.net/flags/jp.png,55,72,Urawa Red Diamonds,https://cdn.sofifa.net/teams/111575/30.png,€300K,€500,1274,263747
7104,ST,https://cdn.sofifa.net/players/263/748/22_60.png,,https://cdn.sofifa.net/flags/ch.png,55,76,FC St. Gallen 1879,https://cdn.sofifa.net/teams/898/30.png,€400K,€500,1355,263748
7105,ST,https://cdn.sofifa.net/players/263/750/22_60.png,,https://cdn.sofifa.net/flags/mt.png,58,64,St. Patrick's Athletic,https://cdn.sofifa.net/teams/423/30.png,€325K,€650,1355,263750
7106,CM,https://cdn.sofifa.net/players/263/754/22_60.png,,https://cdn.sofifa.net/flags/de.png,58,71,Hallescher FC,https://cdn.sofifa.net/teams/110482/30.png,€475K,€500,1632,263754
7107,RB,https://cdn.sofifa.net/players/263/755/22_60.png,,https://cdn.sofifa.net/flags/pl.png,58,65,Bruk-Bet Termalica Nieciecza,https://cdn.sofifa.net/teams/112510/30.png,€375K,€1K,1540,263755
7108,RM,https://cdn.sofifa.net/players/263/756/22_60.png,,https://cdn.sofifa.net/flags/ar.png,64,77,Club Atlético Independiente,https://cdn.sofifa.net/teams/110093/30.png,€1.4M,€2K,1625,263756
7109,LW,https://cdn.sofifa.net/players/263/758/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,60,73,Stoke City,https://cdn.sofifa.net/teams/1806/30.png,€575K,€3K,1480,263758
7110,RW,https://cdn.sofifa.net/players/263/759/22_60.png,,https://cdn.sofifa.net/flags/be.png,66,80,Club Brugge KV,https://cdn.sofifa.net/teams/231/30.png,€2M,€14K,1742,263759
7111,GK,https://cdn.sofifa.net/players/263/760/22_60.png,,https://cdn.sofifa.net/flags/gb-wls.png,61,73,Cardiff City,https://cdn.sofifa.net/teams/1961/30.png,€700K,€3K,996,263760
7112,GK,https://cdn.sofifa.net/players/263/763/22_60.png,,https://cdn.sofifa.net/flags/pl.png,53,73,Zagłębie Lubin,https://cdn.sofifa.net/teams/110749/30.png,€230K,€500,856,263763
7113,CB,https://cdn.sofifa.net/players/263/764/22_60.png,,https://cdn.sofifa.net/flags/pl.png,54,71,Wisła Kraków,https://cdn.sofifa.net/teams/1873/30.png,€250K,€500,1331,263764
7114,RW,https://cdn.sofifa.net/players/263/766/22_60.png,,https://cdn.sofifa.net/flags/sa.png,51,70,Al Fateh,https://cdn.sofifa.net/teams/112390/30.png,€150K,€2K,1270,263766
7115,LWB,https://cdn.sofifa.net/players/263/767/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,57,65,Newport County,https://cdn.sofifa.net/teams/112254/30.png,€350K,€2K,1380,263767
7116,LB,https://cdn.sofifa.net/players/263/768/22_60.png,,https://cdn.sofifa.net/flags/de.png,59,73,Hannover 96,https://cdn.sofifa.net/teams/485/30.png,€500K,€2K,1414,263768
7117,CM,https://cdn.sofifa.net/players/263/769/22_60.png,,https://cdn.sofifa.net/flags/nl.png,58,71,PEC Zwolle,https://cdn.sofifa.net/teams/1914/30.png,€475K,€650,1573,263769
7118,RW,https://cdn.sofifa.net/players/263/770/22_60.png,,https://cdn.sofifa.net/flags/se.png,57,70,Varbergs BoIS FC,https://cdn.sofifa.net/teams/113743/30.png,€375K,€500,1537,263770
7119,LW,https://cdn.sofifa.net/players/263/771/22_60.png,,https://cdn.sofifa.net/flags/nl.png,60,72,PEC Zwolle,https://cdn.sofifa.net/teams/1914/30.png,€600K,€1K,1470,263771
7120,ST,https://cdn.sofifa.net/players/263/772/22_60.png,,https://cdn.sofifa.net/flags/mx.png,58,70,Tigres U.A.N.L.,https://cdn.sofifa.net/teams/1970/30.png,€500K,€6K,1415,263772
7121,CM,https://cdn.sofifa.net/players/263/773/22_60.png,,https://cdn.sofifa.net/flags/nl.png,57,71,PEC Zwolle,https://cdn.sofifa.net/teams/1914/30.png,€400K,€1K,1532,263773
7122,CDM,https://cdn.sofifa.net/players/263/774/22_60.png,,https://cdn.sofifa.net/flags/nl.png,56,70,Cheltenham Town,https://cdn.sofifa.net/teams/1936/30.png,€325K,€1K,1403,263774
7123,ST,https://cdn.sofifa.net/players/263/775/22_60.png,,https://cdn.sofifa.net/flags/dk.png,55,69,Brøndby IF,https://cdn.sofifa.net/teams/269/30.png,€300K,€1K,1301,263775
7124,CM,https://cdn.sofifa.net/players/263/776/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,54,74,Preston North End,https://cdn.sofifa.net/teams/1801/30.png,€300K,€650,1458,263776
7125,ST,https://cdn.sofifa.net/players/263/777/22_60.png,,https://cdn.sofifa.net/flags/pl.png,56,68,Warta Poznań,https://cdn.sofifa.net/teams/112511/30.png,€350K,€500,1351,263777
7126,LM,https://cdn.sofifa.net/players/263/778/22_60.png,,https://cdn.sofifa.net/flags/pl.png,60,74,Lechia Gdańsk,https://cdn.sofifa.net/teams/111091/30.png,€575K,€550,1483,263778
7127,CB,https://cdn.sofifa.net/players/263/779/22_60.png,,https://cdn.sofifa.net/flags/pl.png,53,68,Warta Poznań,https://cdn.sofifa.net/teams/112511/30.png,€200K,€500,1222,263779
7128,GK,https://cdn.sofifa.net/players/263/780/22_60.png,,https://cdn.sofifa.net/flags/de.png,56,67,FC Ingolstadt 04,https://cdn.sofifa.net/teams/111239/30.png,€275K,€2K,903,263780
7129,CB,https://cdn.sofifa.net/players/263/785/22_60.png,,https://cdn.sofifa.net/flags/br.png,63,71,U.S. Sassuolo Calcio,https://cdn.sofifa.net/teams/111974/30.png,€1M,€5K,1400,263785
7130,CM,https://cdn.sofifa.net/players/263/786/22_60.png,,https://cdn.sofifa.net/flags/au.png,61,67,Wellington Phoenix,https://cdn.sofifa.net/teams/111766/30.png,€525K,€850,1640,263786
7131,LM,https://cdn.sofifa.net/players/263/790/22_60.png,,https://cdn.sofifa.net/flags/br.png,65,75,Seattle Sounders FC,https://cdn.sofifa.net/teams/111144/30.png,€1.6M,€2K,1594,263790
7132,ST,https://cdn.sofifa.net/players/263/795/22_60.png,,https://cdn.sofifa.net/flags/cn.png,52,52,Chongqing Liangjiang Athletic,https://cdn.sofifa.net/teams/112165/30.png,€70K,€2K,1228,263795
7133,CB,https://cdn.sofifa.net/players/263/796/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,54,69,Reading,https://cdn.sofifa.net/teams/1793/30.png,€230K,€500,1240,263796
7134,GK,https://cdn.sofifa.net/players/263/798/22_60.png,,https://cdn.sofifa.net/flags/nl.png,57,69,N.E.C. Nijmegen,https://cdn.sofifa.net/teams/1910/30.png,€325K,€500,836,263798
7135,CB,https://cdn.sofifa.net/players/263/799/22_60.png,,https://cdn.sofifa.net/flags/sn.png,58,64,US Quevilly Rouen Métropole,https://cdn.sofifa.net/teams/112552/30.png,€300K,€850,1304,263799
7136,LB,https://cdn.sofifa.net/players/263/801/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,61,69,Swindon Town,https://cdn.sofifa.net/teams/1934/30.png,€700K,€2K,1622,263801
7137,LWB,https://cdn.sofifa.net/players/263/802/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,54,68,Peterborough United,https://cdn.sofifa.net/teams/1938/30.png,€240K,€550,1346,263802
7138,GK,https://cdn.sofifa.net/players/263/805/22_60.png,,https://cdn.sofifa.net/flags/ua.png,56,73,Shakhtar Donetsk,https://cdn.sofifa.net/teams/101059/30.png,€325K,€500,1044,263805
7139,RB,https://cdn.sofifa.net/players/263/807/22_60.png,,https://cdn.sofifa.net/flags/mx.png,60,70,Club Deportivo Guadalajara,https://cdn.sofifa.net/teams/1880/30.png,€525K,€5K,1519,263807
7140,CM,https://cdn.sofifa.net/players/263/603/22_60.png,,https://cdn.sofifa.net/flags/ma.png,62,77,Olympique de Marseille,https://cdn.sofifa.net/teams/219/30.png,€950K,€4K,1592,263603
7141,RM,https://cdn.sofifa.net/players/263/604/22_60.png,,https://cdn.sofifa.net/flags/fr.png,65,77,Olympique de Marseille,https://cdn.sofifa.net/teams/219/30.png,€1.7M,€3K,1608,263604
7142,RB,https://cdn.sofifa.net/players/263/607/22_60.png,,https://cdn.sofifa.net/flags/mx.png,62,69,Deportivo Toluca,https://cdn.sofifa.net/teams/1882/30.png,€775K,€3K,1613,263607
7143,CB,https://cdn.sofifa.net/players/263/608/22_60.png,,https://cdn.sofifa.net/flags/de.png,59,60,TSV Havelse,https://cdn.sofifa.net/teams/110678/30.png,€210K,€500,1340,263608
7144,RM,https://cdn.sofifa.net/players/263/609/22_60.png,,https://cdn.sofifa.net/flags/cz.png,66,66,Zagłębie Lubin,https://cdn.sofifa.net/teams/110749/30.png,€850K,€3K,1553,263609
7145,CDM,https://cdn.sofifa.net/players/263/610/22_60.png,,https://cdn.sofifa.net/flags/fr.png,56,69,AS Nancy Lorraine,https://cdn.sofifa.net/teams/1823/30.png,€325K,€500,1444,263610
7146,RM,https://cdn.sofifa.net/players/263/611/22_60.png,,https://cdn.sofifa.net/flags/dz.png,56,72,AS Nancy Lorraine,https://cdn.sofifa.net/teams/1823/30.png,€350K,€500,1399,263611
7147,ST,https://cdn.sofifa.net/players/263/612/22_60.png,,https://cdn.sofifa.net/flags/fr.png,57,69,AS Nancy Lorraine,https://cdn.sofifa.net/teams/1823/30.png,€400K,€900,1366,263612
7148,CB,https://cdn.sofifa.net/players/263/613/22_60.png,,https://cdn.sofifa.net/flags/fi.png,57,65,FC Ingolstadt 04,https://cdn.sofifa.net/teams/111239/30.png,€325K,€2K,1290,263613
7149,ST,https://cdn.sofifa.net/players/263/614/22_60.png,,https://cdn.sofifa.net/flags/de.png,56,70,FC Ingolstadt 04,https://cdn.sofifa.net/teams/111239/30.png,€325K,€1K,1306,263614
7150,CB,https://cdn.sofifa.net/players/263/615/22_60.png,,https://cdn.sofifa.net/flags/de.png,59,68,FC Ingolstadt 04,https://cdn.sofifa.net/teams/111239/30.png,€475K,€2K,1424,263615
7151,ST,https://cdn.sofifa.net/players/263/616/22_60.png,,https://cdn.sofifa.net/flags/de.png,56,72,FC Ingolstadt 04,https://cdn.sofifa.net/teams/111239/30.png,€375K,€1K,1401,263616
7152,CAM,https://cdn.sofifa.net/players/263/618/22_60.png,,https://cdn.sofifa.net/flags/tr.png,58,64,Adana Demirspor,https://cdn.sofifa.net/teams/101016/30.png,€325K,€2K,1583,263618
7153,CAM,https://cdn.sofifa.net/players/263/621/22_60.png,,https://cdn.sofifa.net/flags/tr.png,54,76,Adana Demirspor,https://cdn.sofifa.net/teams/101016/30.png,€350K,€500,1445,263621
7154,CB,https://cdn.sofifa.net/players/263/622/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,54,64,Colchester United,https://cdn.sofifa.net/teams/1935/30.png,€210K,€650,1303,263622
7155,RB,https://cdn.sofifa.net/players/263/623/22_60.png,,https://cdn.sofifa.net/flags/pt.png,60,73,FC Vizela,https://cdn.sofifa.net/teams/111539/30.png,€550K,€500,1471,263623
7156,ST,https://cdn.sofifa.net/players/263/624/22_60.png,,https://cdn.sofifa.net/flags/be.png,61,71,KSV Cercle Brugge,https://cdn.sofifa.net/teams/1750/30.png,€725K,€2K,1435,263624
7157,LM,https://cdn.sofifa.net/players/263/625/22_60.png,,https://cdn.sofifa.net/flags/be.png,58,69,KSV Cercle Brugge,https://cdn.sofifa.net/teams/1750/30.png,€450K,€1K,1423,263625
7158,ST,https://cdn.sofifa.net/players/263/626/22_60.png,,https://cdn.sofifa.net/flags/fr.png,56,64,Grenoble Foot 38,https://cdn.sofifa.net/teams/1805/30.png,€325K,€1K,1348,263626
7159,CAM,https://cdn.sofifa.net/players/263/627/22_60.png,,https://cdn.sofifa.net/flags/sn.png,60,77,Málaga CF,https://cdn.sofifa.net/teams/573/30.png,€625K,€550,1632,263627
7160,GK,https://cdn.sofifa.net/players/263/629/22_60.png,,https://cdn.sofifa.net/flags/mx.png,56,70,Pachuca,https://cdn.sofifa.net/teams/110147/30.png,€300K,€850,993,263629
7161,ST,https://cdn.sofifa.net/players/263/631/22_60.png,,https://cdn.sofifa.net/flags/mx.png,61,71,Pachuca,https://cdn.sofifa.net/teams/110147/30.png,€750K,€2K,1501,263631
7162,LW,https://cdn.sofifa.net/players/263/633/22_60.png,,https://cdn.sofifa.net/flags/il.png,65,72,FC Arouca,https://cdn.sofifa.net/teams/112513/30.png,€1.5M,€2K,1586,263633
7163,CM,https://cdn.sofifa.net/players/263/634/22_60.png,,https://cdn.sofifa.net/flags/pt.png,64,80,Vitória de Guimarães,https://cdn.sofifa.net/teams/1887/30.png,€1.5M,€1K,1675,263634
7164,CDM,https://cdn.sofifa.net/players/263/635/22_60.png,,https://cdn.sofifa.net/flags/ci.png,61,74,Vitória de Guimarães,https://cdn.sofifa.net/teams/1887/30.png,€725K,€900,1552,263635
7165,GK,https://cdn.sofifa.net/players/263/636/22_60.png,,https://cdn.sofifa.net/flags/ro.png,50,72,FC Dinamo 1948 Bucureşti,https://cdn.sofifa.net/teams/100757/30.png,€130K,€500,789,263636
7166,CB,https://cdn.sofifa.net/players/263/639/22_60.png,,https://cdn.sofifa.net/flags/ro.png,51,69,FC Dinamo 1948 Bucureşti,https://cdn.sofifa.net/teams/100757/30.png,€140K,€500,1239,263639
7167,CAM,https://cdn.sofifa.net/players/263/640/22_60.png,,https://cdn.sofifa.net/flags/nl.png,62,80,Feyenoord,https://cdn.sofifa.net/teams/246/30.png,€1M,€500,1628,263640
7168,CM,https://cdn.sofifa.net/players/263/641/22_60.png,,https://cdn.sofifa.net/flags/ro.png,52,64,FC Dinamo 1948 Bucureşti,https://cdn.sofifa.net/teams/100757/30.png,€180K,€500,1439,263641
7169,LW,https://cdn.sofifa.net/players/263/642/22_60.png,,https://cdn.sofifa.net/flags/ro.png,58,74,FC Dinamo 1948 Bucureşti,https://cdn.sofifa.net/teams/100757/30.png,€500K,€500,1367,263642
7170,CM,https://cdn.sofifa.net/players/263/643/22_60.png,,https://cdn.sofifa.net/flags/pt.png,63,68,Belenenses SAD,https://cdn.sofifa.net/teams/1889/30.png,€725K,€1K,1674,263643
7171,RW,https://cdn.sofifa.net/players/263/644/22_60.png,,https://cdn.sofifa.net/flags/br.png,61,66,FC Botoşani,https://cdn.sofifa.net/teams/110752/30.png,€500K,€2K,1501,263644
7172,RWB,https://cdn.sofifa.net/players/263/645/22_60.png,,https://cdn.sofifa.net/flags/pt.png,62,68,Belenenses SAD,https://cdn.sofifa.net/teams/1889/30.png,€575K,€950,1473,263645
7173,CB,https://cdn.sofifa.net/players/263/647/22_60.png,,https://cdn.sofifa.net/flags/it.png,64,69,Cagliari,https://cdn.sofifa.net/teams/1842/30.png,€825K,€6K,1464,263647
7174,LB,https://cdn.sofifa.net/players/263/648/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,53,68,Hull City,https://cdn.sofifa.net/teams/1952/30.png,€210K,€550,1335,263648
7175,CB,https://cdn.sofifa.net/players/263/649/22_60.png,,https://cdn.sofifa.net/flags/de.png,64,67,Fortuna Düsseldorf,https://cdn.sofifa.net/teams/110636/30.png,€725K,€5K,1619,263649
7176,CM,https://cdn.sofifa.net/players/263/650/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,57,70,Hull City,https://cdn.sofifa.net/teams/1952/30.png,€375K,€800,1540,263650
7177,CM,https://cdn.sofifa.net/players/263/651/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,50,67,Hull City,https://cdn.sofifa.net/teams/1952/30.png,€120K,€700,1427,263651
7178,CB,https://cdn.sofifa.net/players/263/652/22_60.png,,https://cdn.sofifa.net/flags/ch.png,61,75,FC Lausanne-Sport,https://cdn.sofifa.net/teams/1862/30.png,€750K,€2K,1417,263652
7179,RB,https://cdn.sofifa.net/players/263/653/22_60.png,,https://cdn.sofifa.net/flags/pt.png,66,77,Vitória de Guimarães,https://cdn.sofifa.net/teams/1887/30.png,€1.7M,€850,1714,263653
7180,RM,https://cdn.sofifa.net/players/263/654/22_60.png,,https://cdn.sofifa.net/flags/be.png,62,73,SV Zulte Waregem,https://cdn.sofifa.net/teams/15005/30.png,€875K,€2K,1587,263654
7181,LB,https://cdn.sofifa.net/players/263/656/22_60.png,,https://cdn.sofifa.net/flags/ch.png,54,73,Servette FC,https://cdn.sofifa.net/teams/324/30.png,€250K,€500,1348,263656
7182,CM,https://cdn.sofifa.net/players/263/657/22_60.png,,https://cdn.sofifa.net/flags/is.png,55,65,Lecce,https://cdn.sofifa.net/teams/347/30.png,€275K,€550,1542,263657
7183,GK,https://cdn.sofifa.net/players/263/660/22_60.png,,https://cdn.sofifa.net/flags/mx.png,53,60,Club Atlético de San Luis,https://cdn.sofifa.net/teams/112678/30.png,€160K,€1K,971,263660
7184,LW,https://cdn.sofifa.net/players/263/661/22_60.png,,https://cdn.sofifa.net/flags/br.png,62,71,FK Bodø/Glimt,https://cdn.sofifa.net/teams/918/30.png,€875K,€1K,1493,263661
7185,CM,https://cdn.sofifa.net/players/263/662/22_60.png,,https://cdn.sofifa.net/flags/mx.png,59,68,Club Atlético de San Luis,https://cdn.sofifa.net/teams/112678/30.png,€500K,€2K,1613,263662
7186,ST,https://cdn.sofifa.net/players/263/663/22_60.png,,https://cdn.sofifa.net/flags/mx.png,61,69,Club Atlético de San Luis,https://cdn.sofifa.net/teams/112678/30.png,€750K,€3K,1429,263663
7187,CM,https://cdn.sofifa.net/players/263/664/22_60.png,,https://cdn.sofifa.net/flags/mx.png,56,63,Fútbol Club Juárez,https://cdn.sofifa.net/teams/113134/30.png,€300K,€1K,1527,263664
7188,ST,https://cdn.sofifa.net/players/263/665/22_60.png,,https://cdn.sofifa.net/flags/mx.png,58,67,Fútbol Club Juárez,https://cdn.sofifa.net/teams/113134/30.png,€450K,€2K,1382,263665
7189,CM,https://cdn.sofifa.net/players/263/666/22_60.png,,https://cdn.sofifa.net/flags/mx.png,54,64,Gallos Blancos de Querétaro,https://cdn.sofifa.net/teams/110150/30.png,€240K,€1K,1492,263666
7190,GK,https://cdn.sofifa.net/players/263/667/22_60.png,,https://cdn.sofifa.net/flags/mx.png,57,64,Club Universidad Nacional,https://cdn.sofifa.net/teams/1881/30.png,€275K,€1K,932,263667
7191,CM,https://cdn.sofifa.net/players/263/668/22_60.png,,https://cdn.sofifa.net/flags/pl.png,58,71,Górnik Zabrze,https://cdn.sofifa.net/teams/420/30.png,€475K,€500,1496,263668
